Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.Frostbite3.Common\Gibbed.Frostbite3.Common.csproj,File,projects\Gibbed.Frostbite3.Common\Gibbed.Frostbite3.Common.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.Frostbite3.Common\Gibbed.Frostbite3.Common.csproj,File,projects\Gibbed.Frostbite3.Common\Gibbed.Frostbite3.Common.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.Frostbite3.ConvertDbObject\Gibbed.Frostbite3.ConvertDbObject.csproj,File,projects\Gibbed.Frostbite3.ConvertDbObject\Gibbed.Frostbite3.ConvertDbObject.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.Frostbite3.ConvertDbObject\Gibbed.Frostbite3.ConvertDbObject.csproj,File,projects\Gibbed.Frostbite3.ConvertDbObject\Gibbed.Frostbite3.ConvertDbObject.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.Frostbite3.ConvertDbObject\Gibbed.Frostbite3.ConvertDbObject.csproj,File,projects\Gibbed.Frostbite3.ConvertDbObject\Program.cs,40,12,P:System.Reflection.Assembly.CodeBase,,,,,return Path.GetFileName(System.Reflection.Assembly.GetExecutingAssembly().CodeBase);
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.Frostbite3.Dynamic\Gibbed.Frostbite3.Dynamic.csproj,File,projects\Gibbed.Frostbite3.Dynamic\Gibbed.Frostbite3.Dynamic.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.Frostbite3.Dynamic\Gibbed.Frostbite3.Dynamic.csproj,File,projects\Gibbed.Frostbite3.Dynamic\Gibbed.Frostbite3.Dynamic.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.Frostbite3.GeneratePartitionMap\Gibbed.Frostbite3.GeneratePartitionMap.csproj,File,projects\Gibbed.Frostbite3.GeneratePartitionMap\Gibbed.Frostbite3.GeneratePartitionMap.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.Frostbite3.GeneratePartitionMap\Gibbed.Frostbite3.GeneratePartitionMap.csproj,File,projects\Gibbed.Frostbite3.GeneratePartitionMap\Gibbed.Frostbite3.GeneratePartitionMap.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.Frostbite3.GeneratePartitionMap\Gibbed.Frostbite3.GeneratePartitionMap.csproj,File,projects\Gibbed.Frostbite3.GeneratePartitionMap\Program.cs,43,12,P:System.Reflection.Assembly.CodeBase,,,,,return Path.GetFileName(System.Reflection.Assembly.GetExecutingAssembly().CodeBase);
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.Frostbite3.ResourceFormats\Gibbed.Frostbite3.ResourceFormats.csproj,File,projects\Gibbed.Frostbite3.ResourceFormats\Gibbed.Frostbite3.ResourceFormats.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.Frostbite3.ResourceFormats\Gibbed.Frostbite3.ResourceFormats.csproj,File,projects\Gibbed.Frostbite3.ResourceFormats\Gibbed.Frostbite3.ResourceFormats.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.Frostbite3.Unbundling\Gibbed.Frostbite3.Unbundling.csproj,File,projects\Gibbed.Frostbite3.Unbundling\Gibbed.Frostbite3.Unbundling.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.Frostbite3.Unbundling\Gibbed.Frostbite3.Unbundling.csproj,File,projects\Gibbed.Frostbite3.Unbundling\Gibbed.Frostbite3.Unbundling.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.Frostbite3.Unbundling\Gibbed.Frostbite3.Unbundling.csproj,File,projects\Gibbed.Frostbite3.Unbundling\ChunkLoader.cs,136,16,"M:System.IO.MemoryMappedFiles.MemoryMappedFile.CreateFromFile(System.IO.FileStream,System.String,System.Int64,System.IO.MemoryMappedFiles.MemoryMappedFileAccess,System.IO.MemoryMappedFiles.MemoryMappedFileSecurity,System.IO.HandleInheritability,System.Boolean)",,,,,"files[index] = MemoryMappedFile.CreateFromFile(                      temp,                      null,                      0,                      MemoryMappedFileAccess.Read,                      null,                      HandleInheritability.None,                      false);"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.Frostbite3.UnpackInitFS\Gibbed.Frostbite3.UnpackInitFS.csproj,File,projects\Gibbed.Frostbite3.UnpackInitFS\Gibbed.Frostbite3.UnpackInitFS.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.Frostbite3.UnpackInitFS\Gibbed.Frostbite3.UnpackInitFS.csproj,File,projects\Gibbed.Frostbite3.UnpackInitFS\Gibbed.Frostbite3.UnpackInitFS.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.Frostbite3.UnpackInitFS\Gibbed.Frostbite3.UnpackInitFS.csproj,File,projects\Gibbed.Frostbite3.UnpackInitFS\Program.cs,35,12,P:System.Reflection.Assembly.CodeBase,,,,,return Path.GetFileName(System.Reflection.Assembly.GetExecutingAssembly().CodeBase);
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.Frostbite3.UnpackPartitions\Gibbed.Frostbite3.UnpackPartitions.csproj,File,projects\Gibbed.Frostbite3.UnpackPartitions\Gibbed.Frostbite3.UnpackPartitions.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.Frostbite3.UnpackPartitions\Gibbed.Frostbite3.UnpackPartitions.csproj,File,projects\Gibbed.Frostbite3.UnpackPartitions\Gibbed.Frostbite3.UnpackPartitions.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.Frostbite3.UnpackPartitions\Gibbed.Frostbite3.UnpackPartitions.csproj,File,projects\Gibbed.Frostbite3.UnpackPartitions\Program.cs,42,12,P:System.Reflection.Assembly.CodeBase,,,,,return Path.GetFileName(System.Reflection.Assembly.GetExecutingAssembly().CodeBase);
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.Frostbite3.UnpackResources\Gibbed.Frostbite3.UnpackResources.csproj,File,projects\Gibbed.Frostbite3.UnpackResources\Gibbed.Frostbite3.UnpackResources.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.Frostbite3.UnpackResources\Gibbed.Frostbite3.UnpackResources.csproj,File,projects\Gibbed.Frostbite3.UnpackResources\Gibbed.Frostbite3.UnpackResources.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.Frostbite3.UnpackResources\Gibbed.Frostbite3.UnpackResources.csproj,File,projects\Gibbed.Frostbite3.UnpackResources\Program.cs,44,12,P:System.Reflection.Assembly.CodeBase,,,,,return Path.GetFileName(System.Reflection.Assembly.GetExecutingAssembly().CodeBase);
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.Frostbite3.VfsFormats\Gibbed.Frostbite3.VfsFormats.csproj,File,projects\Gibbed.Frostbite3.VfsFormats\Gibbed.Frostbite3.VfsFormats.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.Frostbite3.VfsFormats\Gibbed.Frostbite3.VfsFormats.csproj,File,projects\Gibbed.Frostbite3.VfsFormats\Gibbed.Frostbite3.VfsFormats.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.Frostbite3.Zstd\Gibbed.Frostbite3.Zstd.csproj,File,projects\Gibbed.Frostbite3.Zstd\Gibbed.Frostbite3.Zstd.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.Frostbite3.Zstd\Gibbed.Frostbite3.Zstd.csproj,File,projects\Gibbed.Frostbite3.Zstd\Gibbed.Frostbite3.Zstd.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.IO\Gibbed.IO.csproj,File,projects\Gibbed.IO\Gibbed.IO.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.IO\Gibbed.IO.csproj,File,projects\Gibbed.IO\Gibbed.IO.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.0 Recommended target framework: net10.0"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.Dumping\Gibbed.MassEffectAndromeda.Dumping.csproj,File,projects\Gibbed.MassEffectAndromeda.Dumping\Gibbed.MassEffectAndromeda.Dumping.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.Dumping\Gibbed.MassEffectAndromeda.Dumping.csproj,File,projects\Gibbed.MassEffectAndromeda.Dumping\Gibbed.MassEffectAndromeda.Dumping.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.Dumping\Gibbed.MassEffectAndromeda.Dumping.csproj,File,projects\Gibbed.MassEffectAndromeda.Dumping\Dumper.cs,54,12,P:System.Reflection.Assembly.CodeBase,,,,,return Path.GetFileName(System.Reflection.Assembly.GetEntryAssembly().CodeBase);
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.DumpItemTypes\Gibbed.MassEffectAndromeda.DumpItemTypes.csproj,File,projects\Gibbed.MassEffectAndromeda.DumpItemTypes\Gibbed.MassEffectAndromeda.DumpItemTypes.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.DumpItemTypes\Gibbed.MassEffectAndromeda.DumpItemTypes.csproj,File,projects\Gibbed.MassEffectAndromeda.DumpItemTypes\Gibbed.MassEffectAndromeda.DumpItemTypes.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.DumpPartyMembers\Gibbed.MassEffectAndromeda.DumpPartyMembers.csproj,File,projects\Gibbed.MassEffectAndromeda.DumpPartyMembers\Gibbed.MassEffectAndromeda.DumpPartyMembers.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.DumpPartyMembers\Gibbed.MassEffectAndromeda.DumpPartyMembers.csproj,File,projects\Gibbed.MassEffectAndromeda.DumpPartyMembers\Gibbed.MassEffectAndromeda.DumpPartyMembers.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.DumpPlotFlags\Gibbed.MassEffectAndromeda.DumpPlotFlags.csproj,File,projects\Gibbed.MassEffectAndromeda.DumpPlotFlags\Gibbed.MassEffectAndromeda.DumpPlotFlags.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.DumpPlotFlags\Gibbed.MassEffectAndromeda.DumpPlotFlags.csproj,File,projects\Gibbed.MassEffectAndromeda.DumpPlotFlags\Gibbed.MassEffectAndromeda.DumpPlotFlags.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.DumpPlotFlags\Gibbed.MassEffectAndromeda.DumpPlotFlags.csproj,File,projects\Gibbed.MassEffectAndromeda.DumpPlotFlags\Program.cs,43,12,P:System.Reflection.Assembly.CodeBase,,,,,return Path.GetFileName(System.Reflection.Assembly.GetExecutingAssembly().CodeBase);
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.FileFormats\Gibbed.MassEffectAndromeda.FileFormats.csproj,File,projects\Gibbed.MassEffectAndromeda.FileFormats\Gibbed.MassEffectAndromeda.FileFormats.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.FileFormats\Gibbed.MassEffectAndromeda.FileFormats.csproj,File,projects\Gibbed.MassEffectAndromeda.FileFormats\Gibbed.MassEffectAndromeda.FileFormats.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.GameInfo\Gibbed.MassEffectAndromeda.GameInfo.csproj,File,projects\Gibbed.MassEffectAndromeda.GameInfo\Gibbed.MassEffectAndromeda.GameInfo.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.GameInfo\Gibbed.MassEffectAndromeda.GameInfo.csproj,File,projects\Gibbed.MassEffectAndromeda.GameInfo\Gibbed.MassEffectAndromeda.GameInfo.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,,,Caliburn.Micro 5.0.258,,,,,"Caliburn.Micro, 5.0.258  Recommendation:  Caliburn.Micro, 4.0.230"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,,,Microsoft.Xaml.Behaviors.Wpf 1.1.135,,,,,"Microsoft.Xaml.Behaviors.Wpf, 1.1.135  Recommendation:  Microsoft.Xaml.Behaviors.Wpf, 1.1.39"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0-windows"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\GeneratedInternalTypeHelper.g.i.cs,19,76,M:System.Windows.Markup.InternalTypeHelper.#ctor,,,,,InternalTypeHelper
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\GeneratedInternalTypeHelper.g.i.cs,19,76,T:System.Windows.Markup.InternalTypeHelper,,,,,InternalTypeHelper
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Properties\Settings.Designer.cs,15,74,M:System.Configuration.ApplicationSettingsBase.#ctor,,,,,ApplicationSettingsBase
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Properties\Settings.Designer.cs,15,74,T:System.Configuration.ApplicationSettingsBase,,,,,ApplicationSettingsBase
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\Editor\Core\AboutView.g.i.cs,57,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\Editor\Core\AboutView.g.i.cs,57,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\Editor\Core\AboutView.g.i.cs,54,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/Gibbed.MassEffectAndromeda.SaveEdit;component/editor/core/aboutview.xaml"", System.UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\Editor\Core\AboutView.g.i.cs,54,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/Gibbed.MassEffectAndromeda.SaveEdit;component/editor/core/aboutview.xaml"", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\AboutView.xaml.cs,26,8,M:System.Windows.Controls.UserControl.#ctor,,,,,public AboutView()          {              this.InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\AboutView.xaml.cs,26,8,M:System.Windows.Controls.UserControl.#ctor,,,,,public AboutView()          {              this.InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\Editor\Core\AboutView.g.i.cs,40,96,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\Editor\Core\AboutView.g.i.cs,40,61,T:System.Windows.Controls.UserControl,,,,,UserControl
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\InventoryViewModel.cs,33,5,M:System.ComponentModel.Composition.ExportAttribute.#ctor(System.Type),,,,,Export(typeof(InventoryViewModel))
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\InventoryViewModel.cs,33,5,T:System.ComponentModel.Composition.ExportAttribute,,,,,Export(typeof(InventoryViewModel))
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\InventoryViewModel.cs,102,9,M:System.ComponentModel.Composition.ImportingConstructorAttribute.#ctor,,,,,ImportingConstructor
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\InventoryViewModel.cs,102,9,T:System.ComponentModel.Composition.ImportingConstructorAttribute,,,,,ImportingConstructor
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\InventoryViewModel.cs,51,9,M:System.ComponentModel.Composition.ImportAttribute.#ctor(System.Type),,,,,Import(typeof(SaveLoad))
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\InventoryViewModel.cs,51,9,T:System.ComponentModel.Composition.ImportAttribute,,,,,Import(typeof(SaveLoad))
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\InventoryViewModel.cs,40,9,M:System.ComponentModel.Composition.ImportAttribute.#ctor(System.Type),,,,,Import(typeof(ShellViewModel))
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\InventoryViewModel.cs,40,9,T:System.ComponentModel.Composition.ImportAttribute,,,,,Import(typeof(ShellViewModel))
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\InventoryViewModel.cs,102,9,M:System.ComponentModel.Composition.ImportingConstructorAttribute.#ctor,,,,,ImportingConstructor
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\InventoryViewModel.cs,102,9,T:System.ComponentModel.Composition.ImportingConstructorAttribute,,,,,ImportingConstructor
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\Editor\Core\CustomizationView.g.i.cs,58,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\Editor\Core\CustomizationView.g.i.cs,58,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\Editor\Core\CustomizationView.g.i.cs,54,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/Gibbed.MassEffectAndromeda.SaveEdit;component/editor/core/customizationview.xaml"" +                      """", System.UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\Editor\Core\CustomizationView.g.i.cs,54,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/Gibbed.MassEffectAndromeda.SaveEdit;component/editor/core/customizationview.xaml"" +                      """", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\CustomizationView.xaml.cs,26,8,M:System.Windows.Controls.UserControl.#ctor,,,,,public CustomizationView()          {              this.InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Editor\Core\CustomizationView.xaml.cs,26,8,M:System.Windows.Controls.UserControl.#ctor,,,,,public CustomizationView()          {              this.InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\Editor\Core\CustomizationView.g.i.cs,40,104,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\obj\Debug\Editor\Core\CustomizationView.g.i.cs,40,69,T:System.Windows.Controls.UserControl,,,,,UserControl
