Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,44,12,P:System.Windows.FrameworkPropertyMetadata.DefaultUpdateSourceTrigger,,,,,"var outMetadata = new FrameworkPropertyMetadata(                  delegate(DependencyObject p, DependencyPropertyChangedEventArgs args)                  {                      ValueSource source = DependencyPropertyHelper.GetValueSource(p, args.Property);                        if (source.BaseValueSource != BaseValueSource.Local)                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              object expected = proxy.In;                              if (!ReferenceEquals(args.NewValue, expected))                              {                                  Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));                              }                          }                      }                  })              {                  BindsTwoWayByDefault = true,                  DefaultUpdateSourceTrigger = UpdateSourceTrigger.PropertyChanged              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,44,12,P:System.Windows.FrameworkPropertyMetadata.BindsTwoWayByDefault,,,,,"var outMetadata = new FrameworkPropertyMetadata(                  delegate(DependencyObject p, DependencyPropertyChangedEventArgs args)                  {                      ValueSource source = DependencyPropertyHelper.GetValueSource(p, args.Property);                        if (source.BaseValueSource != BaseValueSource.Local)                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              object expected = proxy.In;                              if (!ReferenceEquals(args.NewValue, expected))                              {                                  Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));                              }                          }                      }                  })              {                  BindsTwoWayByDefault = true,                  DefaultUpdateSourceTrigger = UpdateSourceTrigger.PropertyChanged              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,57,32,T:System.Windows.Threading.DispatcherPriority,,,,,"Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,57,32,T:System.Windows.Threading.DispatcherPriority,,,,,"Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,57,32,F:System.Windows.Threading.DispatcherPriority.DataBind,,,,,"Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,57,32,T:System.Windows.Threading.Dispatcher,,,,,"Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,57,32,T:System.Windows.Threading.Dispatcher,,,,,"Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,57,32,P:System.Windows.Threading.Dispatcher.CurrentDispatcher,,,,,"Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,57,32,T:System.Windows.Threading.DispatcherOperation,,,,,"Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,57,32,"M:System.Windows.Threading.Dispatcher.BeginInvoke(System.Windows.Threading.DispatcherPriority,System.Delegate)",,,,,"Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,55,28,P:System.Windows.DependencyPropertyChangedEventArgs.NewValue,,,,,"if (!ReferenceEquals(args.NewValue, expected))                              {                                  Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));                              }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,49,20,T:System.Windows.BaseValueSource,,,,,"if (source.BaseValueSource != BaseValueSource.Local)                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              object expected = proxy.In;                              if (!ReferenceEquals(args.NewValue, expected))                              {                                  Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));                              }                          }                      }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,49,20,T:System.Windows.BaseValueSource,,,,,"if (source.BaseValueSource != BaseValueSource.Local)                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              object expected = proxy.In;                              if (!ReferenceEquals(args.NewValue, expected))                              {                                  Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));                              }                          }                      }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,49,20,F:System.Windows.BaseValueSource.Local,,,,,"if (source.BaseValueSource != BaseValueSource.Local)                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              object expected = proxy.In;                              if (!ReferenceEquals(args.NewValue, expected))                              {                                  Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));                              }                          }                      }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,49,20,T:System.Windows.BaseValueSource,,,,,"if (source.BaseValueSource != BaseValueSource.Local)                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              object expected = proxy.In;                              if (!ReferenceEquals(args.NewValue, expected))                              {                                  Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));                              }                          }                      }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,49,20,P:System.Windows.ValueSource.BaseValueSource,,,,,"if (source.BaseValueSource != BaseValueSource.Local)                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              object expected = proxy.In;                              if (!ReferenceEquals(args.NewValue, expected))                              {                                  Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));                              }                          }                      }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,47,20,T:System.Windows.DependencyProperty,,,,,"ValueSource source = DependencyPropertyHelper.GetValueSource(p, args.Property);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,47,20,P:System.Windows.DependencyPropertyChangedEventArgs.Property,,,,,"ValueSource source = DependencyPropertyHelper.GetValueSource(p, args.Property);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,47,20,T:System.Windows.DependencyPropertyHelper,,,,,"ValueSource source = DependencyPropertyHelper.GetValueSource(p, args.Property);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,47,20,T:System.Windows.ValueSource,,,,,"ValueSource source = DependencyPropertyHelper.GetValueSource(p, args.Property);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,47,20,"M:System.Windows.DependencyPropertyHelper.GetValueSource(System.Windows.DependencyObject,System.Windows.DependencyProperty)",,,,,"ValueSource source = DependencyPropertyHelper.GetValueSource(p, args.Property);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,44,12,T:System.Windows.FrameworkPropertyMetadata,,,,,"var outMetadata = new FrameworkPropertyMetadata(                  delegate(DependencyObject p, DependencyPropertyChangedEventArgs args)                  {                      ValueSource source = DependencyPropertyHelper.GetValueSource(p, args.Property);                        if (source.BaseValueSource != BaseValueSource.Local)                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              object expected = proxy.In;                              if (!ReferenceEquals(args.NewValue, expected))                              {                                  Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));                              }                          }                      }                  })              {                  BindsTwoWayByDefault = true,                  DefaultUpdateSourceTrigger = UpdateSourceTrigger.PropertyChanged              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,44,12,M:System.Windows.FrameworkPropertyMetadata.#ctor(System.Windows.PropertyChangedCallback),,,,,"var outMetadata = new FrameworkPropertyMetadata(                  delegate(DependencyObject p, DependencyPropertyChangedEventArgs args)                  {                      ValueSource source = DependencyPropertyHelper.GetValueSource(p, args.Property);                        if (source.BaseValueSource != BaseValueSource.Local)                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              object expected = proxy.In;                              if (!ReferenceEquals(args.NewValue, expected))                              {                                  Dispatcher.CurrentDispatcher.BeginInvoke(                                      DispatcherPriority.DataBind, new Action(delegate { proxy.Out = proxy.In; }));                              }                          }                      }                  })              {                  BindsTwoWayByDefault = true,                  DefaultUpdateSourceTrigger = UpdateSourceTrigger.PropertyChanged              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,39,12,T:System.Windows.DependencyProperty,,,,,"InProperty = DependencyProperty.Register(""In"",                                                       typeof(object),                                                       typeof(PropertyProxy),                                                       inMetadata);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,39,12,T:System.Windows.DependencyProperty,,,,,"InProperty = DependencyProperty.Register(""In"",                                                       typeof(object),                                                       typeof(PropertyProxy),                                                       inMetadata);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,39,12,"M:System.Windows.DependencyProperty.Register(System.String,System.Type,System.Type,System.Windows.PropertyMetadata)",,,,,"InProperty = DependencyProperty.Register(""In"",                                                       typeof(object),                                                       typeof(PropertyProxy),                                                       inMetadata);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,39,12,T:System.Windows.DependencyProperty,,,,,"InProperty = DependencyProperty.Register(""In"",                                                       typeof(object),                                                       typeof(PropertyProxy),                                                       inMetadata);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,22,12,T:System.Windows.Data.UpdateSourceTrigger,,,,,"var inMetadata = new FrameworkPropertyMetadata(                  delegate(DependencyObject p, DependencyPropertyChangedEventArgs args)                  {                      if (null != BindingOperations.GetBinding(p, OutProperty))                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              proxy.Out = args.NewValue;                          }                      }                  })              {                  BindsTwoWayByDefault = false,                  DefaultUpdateSourceTrigger = UpdateSourceTrigger.PropertyChanged              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,22,12,T:System.Windows.Data.UpdateSourceTrigger,,,,,"var inMetadata = new FrameworkPropertyMetadata(                  delegate(DependencyObject p, DependencyPropertyChangedEventArgs args)                  {                      if (null != BindingOperations.GetBinding(p, OutProperty))                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              proxy.Out = args.NewValue;                          }                      }                  })              {                  BindsTwoWayByDefault = false,                  DefaultUpdateSourceTrigger = UpdateSourceTrigger.PropertyChanged              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,22,12,F:System.Windows.Data.UpdateSourceTrigger.PropertyChanged,,,,,"var inMetadata = new FrameworkPropertyMetadata(                  delegate(DependencyObject p, DependencyPropertyChangedEventArgs args)                  {                      if (null != BindingOperations.GetBinding(p, OutProperty))                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              proxy.Out = args.NewValue;                          }                      }                  })              {                  BindsTwoWayByDefault = false,                  DefaultUpdateSourceTrigger = UpdateSourceTrigger.PropertyChanged              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,22,12,T:System.Windows.Data.UpdateSourceTrigger,,,,,"var inMetadata = new FrameworkPropertyMetadata(                  delegate(DependencyObject p, DependencyPropertyChangedEventArgs args)                  {                      if (null != BindingOperations.GetBinding(p, OutProperty))                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              proxy.Out = args.NewValue;                          }                      }                  })              {                  BindsTwoWayByDefault = false,                  DefaultUpdateSourceTrigger = UpdateSourceTrigger.PropertyChanged              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,22,12,P:System.Windows.FrameworkPropertyMetadata.DefaultUpdateSourceTrigger,,,,,"var inMetadata = new FrameworkPropertyMetadata(                  delegate(DependencyObject p, DependencyPropertyChangedEventArgs args)                  {                      if (null != BindingOperations.GetBinding(p, OutProperty))                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              proxy.Out = args.NewValue;                          }                      }                  })              {                  BindsTwoWayByDefault = false,                  DefaultUpdateSourceTrigger = UpdateSourceTrigger.PropertyChanged              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,22,12,P:System.Windows.FrameworkPropertyMetadata.BindsTwoWayByDefault,,,,,"var inMetadata = new FrameworkPropertyMetadata(                  delegate(DependencyObject p, DependencyPropertyChangedEventArgs args)                  {                      if (null != BindingOperations.GetBinding(p, OutProperty))                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              proxy.Out = args.NewValue;                          }                      }                  })              {                  BindsTwoWayByDefault = false,                  DefaultUpdateSourceTrigger = UpdateSourceTrigger.PropertyChanged              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,30,28,P:System.Windows.DependencyPropertyChangedEventArgs.NewValue,,,,,proxy.Out = args.NewValue;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,25,20,T:System.Windows.DependencyProperty,,,,,"if (null != BindingOperations.GetBinding(p, OutProperty))                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              proxy.Out = args.NewValue;                          }                      }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,25,20,T:System.Windows.Data.BindingOperations,,,,,"if (null != BindingOperations.GetBinding(p, OutProperty))                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              proxy.Out = args.NewValue;                          }                      }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,25,20,T:System.Windows.Data.Binding,,,,,"if (null != BindingOperations.GetBinding(p, OutProperty))                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              proxy.Out = args.NewValue;                          }                      }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,25,20,"M:System.Windows.Data.BindingOperations.GetBinding(System.Windows.DependencyObject,System.Windows.DependencyProperty)",,,,,"if (null != BindingOperations.GetBinding(p, OutProperty))                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              proxy.Out = args.NewValue;                          }                      }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,22,12,T:System.Windows.FrameworkPropertyMetadata,,,,,"var inMetadata = new FrameworkPropertyMetadata(                  delegate(DependencyObject p, DependencyPropertyChangedEventArgs args)                  {                      if (null != BindingOperations.GetBinding(p, OutProperty))                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              proxy.Out = args.NewValue;                          }                      }                  })              {                  BindsTwoWayByDefault = false,                  DefaultUpdateSourceTrigger = UpdateSourceTrigger.PropertyChanged              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,22,12,M:System.Windows.FrameworkPropertyMetadata.#ctor(System.Windows.PropertyChangedCallback),,,,,"var inMetadata = new FrameworkPropertyMetadata(                  delegate(DependencyObject p, DependencyPropertyChangedEventArgs args)                  {                      if (null != BindingOperations.GetBinding(p, OutProperty))                      {                          var proxy = p as PropertyProxy;                          if (proxy != null)                          {                              proxy.Out = args.NewValue;                          }                      }                  })              {                  BindsTwoWayByDefault = false,                  DefaultUpdateSourceTrigger = UpdateSourceTrigger.PropertyChanged              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,17,12,T:System.Windows.Visibility,,,,,Visibility = Visibility.Collapsed;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,17,12,T:System.Windows.Visibility,,,,,Visibility = Visibility.Collapsed;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,17,12,F:System.Windows.Visibility.Collapsed,,,,,Visibility = Visibility.Collapsed;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,17,12,T:System.Windows.Visibility,,,,,Visibility = Visibility.Collapsed;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,17,12,P:System.Windows.UIElement.Visibility,,,,,Visibility = Visibility.Collapsed;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,15,8,M:System.Windows.FrameworkElement.#ctor,,,,,public PropertyProxy()          {              Visibility = Visibility.Collapsed;          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\Helpers\PropertyProxy.cs,10,35,T:System.Windows.FrameworkElement,,,,,FrameworkElement
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\AppBootstrapper.cs,95,8,T:System.Windows.StartupEventArgs,,,,,"protected override void OnStartup(object sender, StartupEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\AppBootstrapper.cs,109,16,T:System.Windows.Application,,,,,Application.Shutdown(1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\AppBootstrapper.cs,109,16,M:System.Windows.Application.Shutdown(System.Int32),,,,,Application.Shutdown(1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,projects\Gibbed.MassEffectAndromeda.SaveEdit\Gibbed.MassEffectAndromeda.SaveEdit.csproj,File,projects\Gibbed.MassEffectAndromeda.SaveEdit\AppBootstrapper.cs,105,16,T:System.Windows.MessageBoxImage,,,,,"MessageBox.Show(""An exception was thrown (press Ctrl+C to copy):\n\n"" + ex,                                  ""Error"",                                  MessageBoxButton.OK,                                  MessageBoxImage.Error);"
